TmStamp,example/f8:11,example/f8:12,sunny/grid power,sunspectest/grid power
2022-12-01 17:10:00-06:00,54.07656220757867,41.88641505530675,,
2022-12-01 17:11:00-06:00,54.01381851708335,26.376745986245712,,
2022-12-01 17:12:00-06:00,53.74043750235558,64.05559014056692,,
2022-12-01 17:13:00-06:00,54.067128709896984,47.31987586106155,,
2022-12-01 17:14:00-06:00,54.02344648970098,46.069705138073296,,
2022-12-01 17:15:00-06:00,54.01432331068833,45.89590530723301,,
2022-12-01 17:16:00-06:00,53.96877599914298,46.07537627006155,,
2022-12-01 17:17:00-06:00,54.00712096680176,45.9627356035706,,
2022-12-01 17:18:00-06:00,54.034063794626576,45.983028665679704,,
2022-12-01 17:19:00-06:00,53.939852716379434,46.45803533413244,,
2022-12-01 17:20:00-06:00,53.96264277754236,45.563025114523555,,
2022-12-01 17:21:00-06:00,54.08878672412618,31.770505527920754,,
2022-12-01 17:22:00-06:00,54.01909552301787,59.418553932207196,,
2022-12-01 17:23:00-06:00,54.010483565422625,46.797776982874005,,
2022-12-01 17:24:00-06:00,53.96891212865322,45.886909396173635,,
2022-12-01 17:25:00-06:00,53.96605597374873,46.12774115082804,,
2022-12-01 17:26:00-06:00,53.179264969299,46.263341279013105,,
2022-12-01 17:27:00-06:00,54.54682915966198,45.77543637471486,,
2022-12-01 17:28:00-06:00,53.909243046183384,45.97988223780048,,
2022-12-01 17:29:00-06:00,54.12807535104459,45.96873755301335,,
2022-12-01 17:30:00-06:00,53.912264075942645,44.606351762614274,,
2022-12-01 17:31:00-06:00,53.95633785321867,47.332971195964184,,
2022-12-01 17:32:00-06:00,55.192591584290966,46.10369635313729,,
2022-12-01 17:33:00-06:00,40.745005669018,45.955429991207886,,
2022-12-01 17:34:00-06:00,65.73174851744149,57.524738785140975,,
2022-12-01 17:35:00-06:00,54.46545720581227,35.30582324911462,,
2022-12-01 17:36:00-06:00,53.91612851732477,44.948929163176516,,
2022-12-01 17:37:00-06:00,54.61111836227289,45.945728399033605,,
2022-12-01 17:38:00-06:00,56.92195015647517,41.73911170397316,,
2022-12-01 17:39:00-06:00,83.0906886031173,16.34567584679746,,
2022-12-01 17:40:00-06:00,22.700823726603318,77.29941758910697,,
2022-12-01 17:41:00-06:00,52.05659181593732,48.51339720317005,,
2022-12-01 17:42:00-06:00,53.268943965676826,46.378369168803914,,
2022-12-01 17:43:00-06:00,54.00474483186443,45.61180341986983,,
2022-12-01 17:44:00-06:00,53.937567064512784,45.935221099266904,,
2022-12-01 17:45:00-06:00,54.013095121797605,45.94077628267285,,
2022-12-01 17:46:00-06:00,54.043821608681135,46.02119381391834,,
2022-12-01 17:47:00-06:00,53.96208017330062,47.09221511679361,,
2022-12-01 17:48:00-06:00,53.39743233560508,44.953160446190765,,
2022-12-01 17:49:00-06:00,54.56418214999158,46.74490399670722,,
2022-12-01 17:50:00-06:00,54.060756132317486,44.06618003468444,,
